地域,章,名称,国名,登録基準,場所,特殊遺産,時代・王朝,人種・民族,政治家,芸術家,生物,植物,構成資産,構成資産の詳細,美術品,建築・絵画の様式,文化,宗教,バイオーム,特徴
アジア,地球生成の歴史,フォン・ニャ‐ケ・バン国立公園,ベトナム,(ⅷ)(ⅸ)(ⅹ),,,,,,,,,"フォン・ニャ洞窟
ソンドン洞窟",,,,,,,
アジア,地球生成の歴史,グヌン・ムル国立公園,マレーシア,(ⅶ)(ⅷ)(ⅸ)(ⅹ),,,,,,,ヤシ,,サラワク・チャンバー,,,,,,,
アジア,地球生成の歴史,済州火山塔と溶岩洞窟群,大韓民国,(ⅶ)(ⅷ),,,,,,,,,"漢拏山自然保護区
城山日出峰
拒文岳溶岩洞窟群",韓国最高峰,,,,,,スルツェイ式の海底噴火により誕生した
アジア,地球生成の歴史,澄江の化石出土地域,中華人民共和国,(ⅷ),,,カンブリア紀,,,,ナラオイア,,,,,,,,,カンブリア初期の海洋生物の化石が、完全な形で多数出土している
アジア,地球生成の歴史,雲南保護地域の三江併流群,中華人民共和国,(ⅶ)(ⅷ)(ⅸ)(ⅹ),,,,,,,,,"長江
メコン川
サルウィン川",,,,,,"熱帯
温帯",
アジア,地球生成の歴史,ロレンツ国立公園,インドネシア,(ⅷ)(ⅸ)(ⅹ),,,,,,,ミユビハリモグラ,,,,,,,,,赤道付近に氷河が存在する
アジア,地球生成の歴史,タジキスタン国立公園（パミールの山脈）,タジキスタン,(ⅶ)(ⅷ),,,,,,,,,"パミール・ノット
フェドチェンコ氷河
イスモイル・ソモニ峰",,,,,,,
アジア,生物多様性,ソコトラ諸島,イエメン,(ⅹ),,,,,,,,リュウケツジュ,,,,,,,,"動植物の多様性と固有種の高さの割合の高さが際立っている
地球温暖化により島の乾燥が進んでいる"
アジア,生物多様性,西天山,"ウズベキスタン
カザフスタン
キルギス",(ⅹ),,,,,,,,マルス・シエウェルシイ,,,,,,,,さまざまな栽培植物の原産地とされている
アジア,生物多様性,スリランカ中央高地,スリランカ,(ⅸ)(ⅹ),,,,,,,ニシカオムラサキラングール,,アダムス・ピーク,,,,,,,
アジア,生物多様性,西ガーツ山脈,インド,(ⅸ)(ⅹ),,,,,,,シシオザル,,ナガルホーレ国立公園,,,,,,,パルカード・ギャップによって30kmだけ分断されている
アジア,生物多様性,グレート・ヒマラヤ国立公園,インド,(ⅹ),,,,,,,ハイイロジュケイ,,,,,,,,,"氷河や万年雪からの雪解け水を水源とするいくつもの川が流れている
世界的な気候変動の影響から氷河や万年雪が減少している"
アジア,生物多様性,湖北の神農架,中華人民共和国,(ⅸ)(ⅹ),,,,,,,"キンシコウ
チュウゴクオオサンショウウオ",,,,,,,,,
アジア,生物多様性,梵浄山,中華人民共和国,(ⅹ),,,,,,,,梵浄山モミ,,,,,,,,亜熱帯地域の中で最も広範で切れ目のない太古のブナ林が存在している
アジア,生物多様性,ヒルカニアの森林群,"アゼルバイジャン
イラン・イスラム",(ⅸ),,,,,,,ペルシャヒョウ,オリエント・ブナ,,,,,,,,第三紀に起源をもつ遺存種や固有種で構成されている
アジア,生物多様性,ハミギタン山岳地域野生動物保護区,フィリピン,(ⅹ),,,,,,,カザリシロチョウ,,,,,,,,東ミンダナオ生物多様性回廊,
アジア,生物多様性,キナバル自然公園,マレーシア,(ⅸ)(ⅹ),,,,,,,,"フタバガキ
ラフレシア",,,,,,,,
アジア,生物多様性,ドン・パヤーイェン‐カオ・ヤイの森林群,タイ,(ⅹ),,,,,,,,,,,,,,,モンスーン気候の熱帯雨林,北側にはメコン川に通じる支流が流れる
アジア,生物多様性,ケーン・クラチャーン森林関連遺産群,タイ,(ⅹ),,,,,,,シャムワニ,,,,,,,,,重要野生生息地（IBA）が重なる場所である
アジア,生物多様性,スマトラの熱帯雨林遺産,インドネシア,(ⅶ)(ⅸ)(ⅹ),,危機遺産,,,,,スマトラオランウータン,,"バリサン山脈
ケリンチ山",,,,,,,
アジア,生物多様性,シンハラジャ森林保護区,スリランカ,(ⅸ)(ⅹ),,,,,,,,,,,,,,,,"国内最後の低地熱帯雨林の原生林が残る
UNESCOの生物圏保存地域に指定されている"
アジア,生物多様性,トゥンヤイ‐ファイ・カ・ケン野生生物保護区,タイ,(ⅶ)(ⅸ)(ⅹ),,,,,,,,,,,,,,,,"東南アジアに生息する30％以上に相当する120種が見られる
4つの生物地理区分布する種が混在している"
アジア,生物多様性,ウジュン・クロン国立公園,インドネシア,(ⅶ)(ⅹ),,,,,,,ジャワサイ,,クラカタウ諸島自然保護区,,,,,,,クラカタウ火山の噴火により低地熱帯雨林の原生林が半分にまで減少してしまったとされる
アジア,生物多様性,スンダルバンス国立公園,インド,(ⅸ)(ⅹ),,,,,,,ベンガルトラ,,,,,,,,,世界最大規模のマングローブ林が広がる自然公園
アジア,生物多様性,シュンドルボン,バングラディシュ,(ⅸ)(ⅹ),,,,,,,,,,,,,,,,"世界最大規模のマングローブ林は干潟や水路、小島からなる
スンダルバンス国立公園に隣接する"
アジア,生物多様性,ケオラデオ国立公園,インド,(ⅹ),,,,,マハラジャ,,ソグデロヅル,,,,,,,,,
アジア,生物多様性,ゲボル：韓国の干潟,大韓民国,(ⅹ),,,,,,,ヘラシギ,,,,,,,,,東アジア・オーストラリア地域フライウェイ（EAAF）に位置する
アジア,生物多様性,中国の黄海・渤海湾沿岸の渡り鳥保護区（第1段階）,中華人民共和国,(ⅹ),,,,,,,ヘラシギ,,,,,,,,,東アジア・オーストラリア地域フライウェイを利用する渡り鳥が多く集まる
アジア,生物多様性,トゥバッタハ岩礁自然公園,フィリピン,(ⅶ)(ⅸ)(ⅹ),,,,,,,,,,,,,,,ドロップオフ,東南アジア最大級のサンゴ礁が広がる国立海洋公園
アジア,生物多様性,サリアルカ：北部カザフスタンの草原と湖群,カザフスタン,(ⅸ)(ⅹ),,,,,,,,,,,,,,,,"中央アジアフライウェイの中継点
テンギズ・コルガルジュン湖系は最大250万羽の雁の群れを含む"
アジア,生物多様性,ウヴス・ヌール盆地,"モンゴル
ロシア",(ⅸ)(ⅹ),,,,,,,トビネズミ,,ウヴス・ヌール湖,,,,,,,
アジア,生物多様性,青海フフシル（可可西里）,中華人民共和国,(ⅶ)(ⅹ),,,,,,,チベットカモシカ（チルー）,,,,,,,,第三極,
アジア,生物多様性,ダウリアの景観群,"モンゴル
ロシア",(ⅸ)(ⅹ),,,,,,,コビズキンカモメ,,,,,,,,ステップ,ステップの生態系の代表例を示す地域
アジア,生物多様性,ティグローヴァヤ・バルカ自然保護区のツガイ森林,タジキスタン,(ⅸ),,,,,,,,タマリスク,,,,,,,ツガイ,
アジア,生物多様性,ウルク・バニ・マアリド,サウジアラビア,(ⅶ)(ⅸ),,,,,,,アラビアオリックス,,,,,,,,,ジャバル・トゥワイクと呼ばれる石灰岩の断崖
アジア,生物多様性,トゥランの寒冬砂漠群,"ウズベキスタン
カザフスタン
トルクメニスタンス",(ⅸ)(ⅹ),,,,,,,,サクサウール,,,,,,,"大陸内部砂漠
",アラル海周辺のエリアも含まれている
アジア,生物多様性,コモド国立公園,インドネシア,(ⅶ)(ⅹ),,,,,,,コモドオオトカゲ,,,,,,,,,"2つの大陸プレートが接する場所に位置する
コモドオオトカゲの歯の間からは獲物の血液の凝固を妨げ失血させる毒が出る"
アジア,生物多様性,チトワン国立公園,ネパール,(ⅶ)(ⅸ)(ⅹ),,,,,,,"ベンガルトラ
インドサイ",,,,,,,,タライ,
アジア,生物多様性,カジランガ国立公園,インド,(ⅸ)(ⅹ),,,,,,,インドサイ,,,,,,,,ジールス,
アジア,生物多様性,マナス野生動物保護区,インド,(ⅶ)(ⅸ)(ⅹ),,,,,,,"コビトイノシシ
ゴールデンラングール",,,,,,,,,
アジア,生物多様性,四川省のジャイアントパンダ保護区群,中華人民共和国,(ⅹ),,,,,,,レッサーパンダ,,,,,,,,,パンダはIUCNレッドリストに記載されている絶滅危惧種である
アフリカ,古代文明と考古遺跡,メンフィスのピラミッド地帯,エジプト・アラブ,(ⅰ)(ⅲ)(ⅵ),,,古王国,,"ジェセル王
スネフェル王
クフ王",,,,,,,,,,,"ギザからダハシュールにかけて約30のピラミッドが点在する
マスタバと呼ばれる角形の墳墓を造っていた"
アフリカ,古代文明と考古遺跡,古代都市テーベと墓地遺跡,エジプト・アラブ,(ⅰ)(ⅲ)(ⅵ),,,新王国,,ハトシェプスト女王,,,,カルナク神殿/ルクソール神殿/王家の谷/王妃の谷/ラメセス2世葬祭殿/ハトシェプスト女王葬祭殿,"ラメセス2世のときに完成した/アメンへテプ3世とラメセス2世によって建てられたオベリスクなどの建造物からなる/トトメス1世が最初に埋葬された
",,,,アメン・ラー信仰,,"ホメロスの叙事詩「イリアス」では「100の塔門を持つ都」と称された
ナイル川東岸の神殿群と死者の都に分けることができる"
アフリカ,古代文明と考古遺跡,ヌビアの遺跡群：アブ・シンベルからフィラエまで,エジプト・アラブ,(ⅰ)(ⅲ)(ⅵ),,,,,ラメセス2世,,,,,,,,,"太陽神ラー・ホルアクティ
国家神アメン・ラー
メンフィスの守護神プタハ",,"神殿内部の壁にカデシュの戦いでのラメセス2世が描かれている
女神イシスをまつる神殿がある"
アフリカ,古代文明と考古遺跡,ゲベル・バルカルとナパタ地域の遺跡群,スーダン,(ⅰ)(ⅱ)(ⅲ)(ⅳ)(ⅵ),,,クシュ王国,,ピアンキ王,,,,,,,,,,,トトメス3世が植民都市ナパタを建国
アフリカ,古代文明と考古遺跡,メロエ島の考古遺跡,スーダン,(ⅱ)(ⅲ)(ⅳ)(ⅴ),,,クシュ王国,,,,,,,,,,,,,"アフリカの黒人史上最初の鉄器製造の中心地
ヒエログリフをもとにしたメロエ文字などもピラミッドには残されている"
アフリカ,古代文明と考古遺跡,アクスムの考古遺跡,エチオピア,(ⅰ)(ⅳ),,,アクスム王国,,,,,,アクスムのオベリスク,,,,,,,契約の箱（アーク）があると信じられている
アフリカ,古代文明と考古遺跡,ブルキナファソの古代製鉄遺跡群,ブルキナファソ,(ⅲ)(ⅳ)(ⅵ),"ティウェガ
ヤマネ
キンディポ
ベクイ
ドゥルラ",,,,,,,,,,,,,,,ドゥルラの遺跡はアフリカにおける製鉄業の発展において最初期の段階を示す
アフリカ,古代文明と考古遺跡,ティヤの石碑群,エチオピア,(ⅰ)(ⅳ),,,,,,,,,ティヤ,,,,,,,石碑の周囲に点在する墳墓は葬礼に関するものと推測されている
アフリカ,古代文明と考古遺跡,大ジンバブエ遺跡,ジンバブエ,(ⅰ)(ⅲ)(ⅵ),,,,バンツー語系のショナ族,,,,,,,,,,,,15世紀にロズウィ族が統治下に置いた
アフリカ,古代文明と考古遺跡,カミ遺跡,ジンバブエ,(ⅲ)(ⅳ),,,トルワ国,ロズウィ族,,,,,,,,,,,,ロズウィ族が移住し、新たな都市を形成した
アフリカ,古代文明と考古遺跡,ファジル・ゲビ、ゴンダールの遺跡群,エチオピア,,,,エチオピア帝国,ファシラダス,,,,,,,,ゴンダール様式,,,,
アフリカ,古代文明と考古遺跡,ンバンザ・コンゴ：旧コンゴ王国の首都遺跡,アンゴラ,(ⅲ)(ⅳ),,,コンゴ王国,,,,,,,,,,,,,"コンゴ王国の政治的精神的な首都だった
キリスト教の導入とポルトガル人の到来によって中央アフリカが大きく変化した"
アフリカ,フェニキア・ギリシャ・ローマ遺跡,カルタゴの考古遺跡,チュニジア,(ⅱ)(ⅲ)(ⅵ),,,,フェニキア人,,,,,ピュルサの丘,,,,,,,ポエニ戦争ではハンニバルの奮闘もあったがいずれも敗戦した
アフリカ,フェニキア・ギリシャ・ローマ遺跡,古代カルタゴ都市ケルクアンとそのネクロポリス,チュニジア,(ⅲ),,,,,,,,,,,,,,,,"古代都市と共同墓地の遺跡
第一次ポエニ戦争で壊滅した後再建されることがなかった"
アフリカ,フェニキア・ギリシャ・ローマ遺跡,サブラータの考古遺跡,リビア,(ⅲ),,危機遺産,,,トラヤヌス帝,,,,スカエナエ・フロンス,,,,,,,
アフリカ,フェニキア・ギリシャ・ローマ遺跡,レプティス・マグナの考古遺跡,リビア,(ⅰ)(ⅱ)(ⅲ),,危機遺産,,フェニキア人,セプティミウス・セウェルス,,,,,,,,フェニキア3大都市,,,セウェルス帝の凱旋門はパルティア王国に勝利した際のモニュメント
アフリカ,フェニキア・ギリシャ・ローマ遺跡,ティパサの考古遺跡,アルジェリア,(ⅲ)(ⅳ),,,,フェニキア人,,,,,,,,,,,,バシリカ式大聖堂は北アフリカで最大規模だった
アフリカ,フェニキア・ギリシャ・ローマ遺跡,ドゥッガの考古遺跡,チュニジア,(ⅱ)(ⅲ),,,ヌミディア王国,,,,,,アテバンの霊廟,,,,,,,
アフリカ,フェニキア・ギリシャ・ローマ遺跡,キレーネの考古遺跡,リビア,(ⅱ)(ⅲ)(ⅵ),,危機遺産,,,,,,,,,,ドーリア式列柱,,太陽神アポロン,,アテネ、シラクサに次ぐ規模のアクロポリスが建設された
アフリカ,フェニキア・ギリシャ・ローマ遺跡,ヴォルビリスの考古遺跡,モロッコ,(ⅱ)(ⅲ)(ⅳ)(ⅵ),,,イドリース朝,,,,,,カラカラ帝の凱旋門,,,,,,,
アフリカ,フェニキア・ギリシャ・ローマ遺跡,ティムガッドの考古遺跡,アルジェリア,(ⅱ)(ⅲ)(ⅳ),,,,,トラヤヌス帝,,,,,,,,,,,ベルベル人を牽制する砦としての役割を担った
アフリカ,フェニキア・ギリシャ・ローマ遺跡,ジェミーラの考古遺跡,アルジェリア,(ⅲ)(ⅳ),,,,,,,,,"カラカラ帝の凱旋門
カピトリウム神殿",,,,,,,
アフリカ,フェニキア・ギリシャ・ローマ遺跡,エルジェムの円形闘技場,チュニジア,(ⅳ)(ⅵ),,,,,,,,,,,,,,,,"ローマの穀倉地帯と呼ばれた
ローマのコロッセウム以外では唯一3層部分を残している"
アフリカ,交易都市と交易路,隊商都市ウワンダ、シンゲッティ、ティシット、ウワラタ,モーリタニア・イスラム,(ⅲ)(ⅳ)(ⅴ),,,,,,,,,シンゲッティ,,,,,,,"サハラ交易の中継地として11～12世紀に築かれた
クサールと呼ばれる旧市街が残る
いずれの都市も砂漠化が進んでいる"
アフリカ,交易都市と交易路,伝説の都市トンブクトゥ,マリ,(ⅱ)(ⅳ)(ⅴ),,危機遺産,"マリ帝国
ソンガイ帝国アスキア朝",トゥアレグ族,,,,,サンコーレ・モスク,,,,,,,"マリ帝国の支配下で金の交易の中心地として繁栄
ソンガイ帝国アスキア朝のもとでイスラム文化が浸透"
アフリカ,交易都市と交易路,ジェンネの旧市街,マリ,(ⅲ)(ⅳ),,危機遺産,,ホゾ族,,,,,,,,,,,,トンブクトゥと内陸部を結ぶ街として繁栄
アフリカ,交易都市と交易路,アガデスの歴史地区,ニジェール,(ⅱ)(ⅲ),,,アイール・スルタン国,トゥアレグ族,,,,,,,,,,,,日干しレンガ造りのミナレットは同様の構造のものとしては世界で最も高いもの
アフリカ,交易都市と交易路,ロロペニの遺跡群,ブルキナファソ,(ⅲ),,,,"ローロン族
クーランゴ族",,,,,,,,,,,,
アフリカ,交易都市と交易路,ガダーミスの旧市街,リビア,(ⅴ),,危機遺産,,,,,,,,,,マグレブ美術,,,,
アフリカ,交易都市と交易路,キルワ・キシワニとソンゴ・ムナラの遺跡,タンザニア,(ⅲ),,負の遺産,,,,,,,,,,,,,,繁栄ぶりはイブン・バットゥータやジョン・ミルトンの書に登場する
アフリカ,交易都市と交易路,ラムの旧市街,ケニア,(ⅱ)(ⅳ)(ⅵ),,,,,,,,,,,,,,,,"700年以上も人々が住み続けている
サンゴ石とマングローブの木材を組み合わせた建築様式の街並みが評価された
インド洋交易による文物の伝播を物語る"
